"Name","Rarity","Category","Level","Price"
"Ration Tonic (Greater)","Common","Consumables","7","55 gp"
"Skinstitch Salve","Common","Alchemical Items","7","55 gp"
"Sovereign Glue","Common","Alchemical Items","7","55 gp"
"Starshot Arrow (Lesser)","Rare","Consumables","7","55 gp"
"Toadskin Salve (Greater)","Uncommon","Alchemical Items","7","55 gp"
"Whisper Briolette","Uncommon","Consumables","7","55 gp"
"Addlebrain","Rare","Alchemical Items","7","58 gp"
"Big Rock Bullet","Uncommon","Consumables","7","60 gp"
"Candle of Revealing","Common","Consumables","7","60 gp"
"Curled Cure Gel","Common","Alchemical Items","7","60 gp"
"Dimensional Knot","Common","Consumables","7","60 gp"
"Envenomed Snare","Uncommon","Snares","7","60 gp"
"Fire and Iceberg","Uncommon","Alchemical Items","7","60 gp"
"Invisible Net","Uncommon","Consumables","7","60 gp"
"Serum of Sex Shift","Common","Consumables","7","60 gp"
"Server's Stew","Uncommon","Consumables","7","60 gp"
"Sloughing Toxin","Rare","Alchemical Items","7","60 gp"
"Smoke  Screen Snare (Greater)","Uncommon","Snares","7","60 gp"
"Camp Shroud (Lesser)","Uncommon","Consumables","7","65 gp"
"Fairy Bullet","Uncommon","Consumables","7","65 gp"
"Putrescent Glob","Uncommon","Consumables","7","65 gp"
"Stepping Stone Shot","Uncommon","Consumables","7","65 gp"
"Murderer's Knot","Common","Consumables","7","66 gp"
"4th-Level Scroll","Common","Consumables","7","70 gp"
"Ablative Armor Plating (Greater)","Uncommon","Consumables","7","70 gp"
"Ablative Shield Plating (Greater)","Uncommon","Consumables","7","70 gp"
"Cold Comfort (Lesser)","Uncommon","Alchemical Items","7","70 gp"
"Corrosive Ammunition","Common","Consumables","7","70 gp"
"Dragon's Breath Potion (Young)","Common","Consumables","7","70 gp"
"Knockout Dram","Uncommon","Alchemical Items","7","70 gp"
"Meteor Shot","Uncommon","Consumables","7","70 gp"
"Saints' Balm","Uncommon","Consumables","7","70 gp"
"Spellstrike Ammunition (Type III)","Common","Consumables","7","70 gp"
"Succubus Kiss","Rare","Alchemical Items","7","70 gp"
"Swift Block Cabochon","Uncommon","Consumables","7","70 gp"
"Topology Protoplasm","Common","Consumables","7","70 gp"
"Everyneed Pack (Greater)","Uncommon","Worn Items","7","100 gp"
"Red-Rib Gill Mask (Moderate)","Rare","Worn Items","7","100 gp"
"Necklace of Fireballs II","Common","Worn Items","7","115 gp"
"Cold Iron Object (Standard-Grade)","Common","Materials","7","250 gp (per Bulk)"
"Silver Object (Standard-Grade)","Common","Materials","7","250 gp (per Bulk)"
"Staff of Nature's Cunning","Common","Staves","7","250 gp"
"Bag of Holding (Type II)","Common","Held Items","7","300 gp"
"Clockwork Heels","Rare","Worn Items","7","300 gp"
"Cold Iron Buckler (Standard-Grade)","Common","Shields","7","300 gp"
"Conducting","Common","Runes","7","300 gp"
"Mirror of Sleeping Vigil","Uncommon","Worn Items","7","300 gp"
"Rope of Climbing (Greater)","Common","Held Items","7","300 gp"
"Sealing Chest (Moderate)","Uncommon","Held Items","7","300 gp"
"Silver Buckler (Standard-Grade)","Common","Shields","7","300 gp"
"Unmemorable Mantle","Common","Worn Items","7","300 gp"
"Warding Tattoo (Fiend)","Uncommon","Tattoos","7","300 gp"
"Wovenwood Shield (Lesser)","Uncommon","Shields","7","305 gp"
"Bottled Air","Common","Held Items","7","320 gp"
"Dawnlight (Greater)","Uncommon","Held Items","7","320 gp"
"Decanter of Endless Water","Common","Held Items","7","320 gp"
"Energy Robe (Fire)","Uncommon","Worn Items","7","320 gp"
"Inubrix Buckler (Standard-Grade)","Rare","Shields","7","320 gp"
"Jar of Shifting Sands","Common","Held Items","7","320 gp"
"Restful Tent","Common","Structures","7","320 gp"
"Spellguard Blade","Common","Weapons","7","320 gp"
"Aeon Stone (Clear Spindle)","Uncommon","Worn Items","7","325 gp"
"Ethersight Ring","Uncommon","Worn Items","7","325 gp"
"Guiding Star","Common","Weapons","7","325 gp"
"Queasy Lantern (Lesser)","Uncommon","Held Items","7","325 gp"
"Ring of Sustenance","Uncommon","Worn Items","7","325 gp"
"Slippers of Spider Climbing","Common","Worn Items","7","325 gp"
"Barding Saddle","Uncommon","Worn Items","7","330 gp"
"Collar of the Eternal Bond","Common","Worn Items","7","330 gp"
"Deathless","Uncommon","Runes","7","330 gp"
"Boots of Bounding","Common","Worn Items","7","340 gp"
"Cold Iron Shield (Standard-Grade)","Common","Shields","7","340 gp"
"Gloves of Storing","Uncommon","Worn Items","7","340 gp"
"Hat of Disguise (Greater)","Common","Worn Items","7","340 gp"
"Horseshoes of Speed","Common","Worn Items","7","340 gp"
"Silver Shield (Standard-Grade)","Common","Shields","7","340 gp"
"Wondrous Figurine (Jade Serpent)","Common","Held Items","7","340 gp"
"Wounding","Common","Runes","7","340 gp"
"Aeon Stone (Tourmaline Sphere)","Uncommon","Worn Items","7","350 gp"
"Called (Weapon Rune)","Common","Runes","7","350 gp"
"Maestro's Chair","Common","Assistive Items","7","350 gp"
"Reflexive Tattoo","Uncommon","Tattoos","7","350 gp"
"Staff-Storing Shield","Common","Shields","7","350 gp"
"Swarmform Collar","Uncommon","Worn Items","7","350 gp"
"Undead Scourge","Uncommon","Weapons","7","350 gp"
"Wind-Catcher","Uncommon","Runes","7","350 gp"
"Wondrous Figurine (Rubber Bear)","Uncommon","Held Items","7","350 gp"
"Inubrix Shield (Standard-Grade)","Rare","Shields","7","352 gp"
"Cloak of Elvenkind","Common","Worn Items","7","360 gp"
"Crown of Insight","Uncommon","Tattoos","7","360 gp"
"Detector Stone","Uncommon","Worn Items","7","360 gp"
"Dragon's Eye Charm","Uncommon","Held Items","7","360 gp"
"Etheric Essence Disruptor (Moderate)","Uncommon","Consumables","7","360 gp"
"Fulminating Spear","Uncommon","Weapons","7","360 gp"
"Lady's Spiral","Uncommon","Weapons","7","360 gp"
"Liar's Gun","Uncommon","Weapons","7","360 gp"
"Magic Wand (3rd-Level Spell)","Common","Wands","7","360 gp"
"Material Essence Disruptor (Moderate)","Uncommon","Consumables","7","360 gp"
"Moonlit Chain","Common","Armor","7","360 gp"
"Ring of Wizardry (Type I)","Uncommon","Worn Items","7","360 gp"
"Slime Whip","Uncommon","Weapons","7","360 gp"
"Spined Shield","Common","Shields","7","360 gp"
"Sturdy Shield (Lesser)","Common","Shields","7","360 gp"
"Swiftmount Saddle","Uncommon","Worn Items","7","360 gp"
"Tentacle Cannon","Uncommon","Weapons","7","360 gp"
"Wand of Continuation (2nd-Level Spell)","Common","Wands","7","360 gp"
"Wand of Fey Flames","Uncommon","Wands","7","360 gp"
"Wand of Spiritual Warfare (2nd-Level)","Uncommon","Wands","7","360 gp"
"Wand of the Spider (2nd-Level Spell)","Common","Wands","7","360 gp"
"Winder's Ring","Uncommon","Worn Items","7","360 gp"
"Drover's Band","Rare","Worn Items","7","675 gp"
"Sky Chariot, Light","Uncommon","Vehicles","7","1000 gp"
"Snail Coach","Uncommon","Vehicles","7","1000 gp"
"Strider","Uncommon","Vehicles","7","1200 gp"
"Bottomless Purse","Rare","Contracts","8","0"
"Jax","Unique","Intelligent Items","8","0"
"Right of Retribution","Rare","Contracts","8","0"
"Sunken Pistol","Rare","Intelligent Items","8","0"
"Bomb Snare","Common","Snares","8","75 gp"
"Candle of Truth","Uncommon","Consumables","8","75 gp"
"Grasping Snare","Uncommon","Snares","8","75 gp"
"Malleable Mixture (Lesser)","Uncommon","Alchemical Items","8","75 gp"
"Mnemonic Acid","Uncommon","Alchemical Items","8","75 gp"
"Nettleweed Residue","Common","Alchemical Items","8","75 gp"
"Rusting Snare","Rare","Snares","8","75 gp"
"Smoke Fan (Greater)","Uncommon","Consumables","8","75 gp"
"Striking Snare","Common","Snares","8","75 gp"
"Vermin Repellent Agent (Moderate)","Uncommon","Alchemical Items","8","75 gp"
"Feather Token (Swan Boat)","Common","Consumables","8","76 gp"
"Barricade Stone (Cube)","Uncommon","Consumables","8","80 gp"
"Chameleon Suit (Greater)","Uncommon","Consumables","8","80 gp"
"Clockwork Goggles (Major)","Uncommon","Consumables","8","80 gp"
"Exsanguinating Ammunition (Greater)","Common","Alchemical Items","8","80 gp"
"Liquid Gold (Greater)","Uncommon","Consumables","8","80 gp"
"Scour","Uncommon","Alchemical Items","8","80 gp"
"Skull Bomb","Uncommon","Held Items","8","80 gp"
"Wyvern Poison","Common","Alchemical Items","8","80 gp"
"Oil of Object Animation","Uncommon","Consumables","8","85 gp"
"Darkvision Elixir (Greater)","Common","Alchemical Items","8","90 gp"
"Metalmist Sphere (Moderate)","Uncommon","Alchemical Items","8","90 gp"
"Potion of Quickness","Common","Consumables","8","90 gp"
"Shrinking Potion (Greater)","Common","Consumables","8","90 gp"
"Spirit Snare","Rare","Snares","8","90 gp"
"Potion of Shared Life","Common","Consumables","8","95 gp"
"Clockwork Spider Bomb","Uncommon","Consumables","8","100 gp"
"Detect Anathema Fulu","Uncommon","Consumables","8","100 gp"
"Dust of Corpse Animation","Uncommon","Consumables","8","100 gp"
"Gallows Tooth","Common","Consumables","8","100 gp"
"Hype","Rare","Alchemical Items","8","100 gp"
"Jade Bauble","Common","Consumables","8","100 gp"
"Orchestral Brooch","Common","Consumables","8","100 gp"
"Potion of Disguise (Moderate)","Uncommon","Consumables","8","100 gp"
"Potion of Flying","Common","Consumables","8","100 gp"
"Runescribed Disk","Uncommon","Consumables","8","100 gp"
"Stormfeather","Common","Consumables","8","100 gp"
"Resilient","Common","Runes","8","340 gp"
"Adamantine Object (Standard-Grade)","Uncommon","Materials","8","350 gp (per Bulk)"
"Darkwood Object (Standard-Grade)","Uncommon","Materials","8","350 gp (per Bulk)"
"Dragonhide Object (Standard-Grade)","Uncommon","Materials","8","350 gp (per Bulk)"
"Mithral Object (Standard-Grade)","Uncommon","Materials","8","350 gp (per Bulk)"
"Siccatite Object (Standard-Grade)","Rare","Materials","8","350 gp (per Bulk)"
"Sisterstone Object (Standard-Grade)","Rare","Materials","8","350 gp (per Bulk)"
"Waffle Iron (Mithral)","Uncommon","Adventuring Gear","8","355 gp"
"Abysium Buckler (Standard-Grade)","Rare","Shields","8","400 gp"
"Adamantine Buckler (Standard-Grade)","Uncommon","Shields","8","400 gp"
"Darkwood Buckler (Standard-Grade)","Uncommon","Shields","8","400 gp"
"Djezet Alloy Object (Standard-Grade)","Rare","Materials","8","400 gp (per Bulk)"
"Dragonhide Buckler (Standard-Grade)","Uncommon","Shields","8","400 gp"
"Inubrix Object (Standard-Grade)","Rare","Materials","8","400 gp (per Bulk)"
"Mithral Buckler (Standard-Grade)","Uncommon","Shields","8","400 gp"
"Noqual Object (Standard-Grade)","Rare","Materials","8","400 gp (per Bulk)"
"Siccatite Buckler (Standard-Grade)","Rare","Shields","8","400 gp"
"Alluring Scarf","Uncommon","Held Items","8","415 gp"
"Habu's Cudgel","Unique","Weapons","8","415 gp"
"Energy-Resistant","Common","Runes","8","420 gp"
"Spellbook of Redundant Enchantment","Common","Grimoires","8","420 gp"
"Swarmsuit (Impenetrable)","Common","Adventuring Gear","8","420 gp"
"Brooch of Inspiration","Uncommon","Worn Items","8","425 gp"
"Fanged (Greater)","Uncommon","Runes","8","425 gp"
"Five-Feather Wreath (Greater)","Common","Spellhearts","8","425 gp"
"Flaming Star (Greater)","Common","Spellhearts","8","425 gp"
"Rhinoceros Mask (Greater)","Uncommon","Worn Items","8","425 gp"
"Staff of Illumination","Common","Staves","8","425 gp"
"Steam Winch","Rare","Adventuring Gear","8","425 gp"
"Backfire Mantle (Greater)","Common","Worn Items","8","430 gp"
"Abysium Shield (Standard-Grade)","Rare","Shields","8","440 gp"
"Adamantine Shield (Standard-Grade)","Uncommon","Shields","8","440 gp"
"Darkwood Shield (Standard-Grade)","Uncommon","Shields","8","440 gp"
"Dragonhide Shield (Standard-Grade)","Uncommon","Shields","8","440 gp"
"Mithral Shield (Standard-Grade)","Uncommon","Shields","8","440 gp"
"Siccatite Shield (Standard-Grade)","Rare","Shields","8","440 gp"
"Abysium Object (Standard-Grade)","Rare","Materials","8","450 gp (per Bulk)"
"Bracers of Armor I","Common","Worn Items","8","450 gp"
"Cordelia's Construct Key","Uncommon","Worn Items","8","450 gp"
"Duelist's Beacon","Uncommon","Shields","8","450 gp"
"Eclipse","Unique","Weapons","8","450 gp"
"Empathic Cords","Rare","Worn Items","8","450 gp"
"Encompassing Lockpick","Uncommon","Held Items","8","450 gp"
"Energy Robe (Cold)","Uncommon","Worn Items","8","450 gp"
"Eye of the Unseen","Common","Assistive Items","8","450 gp"
"Fleshgem (Earthspeaker)","Uncommon","Worn Items","8","450 gp"
"Grim Sandglass (Greater)","Common","Spellhearts","8","450 gp"
"Hag Eye (Smokey)","Rare","Worn Items","8","450 gp"
"Mentalist's Staff (Greater)","Common","Staves","8","450 gp"
"Perfect Droplet (Greater)","Common","Spellhearts","8","450 gp"
"Poisoner's Staff (Greater)","Uncommon","Staves","8","450 gp"
"Slick (Greater)","Common","Runes","8","450 gp"
"Spiritsight Crossbow","Uncommon","Weapons","8","450 gp"
"Staff of Fire (Greater)","Common","Staves","8","450 gp"
"Warding Tablets","Common","Grimoires","8","450 gp"
"Animal Staff (Greater)","Common","Staves","8","460 gp"
"Swarmeater's Clasp","Uncommon","Worn Items","8","460 gp"
"Trinity Geode (Greater)","Common","Spellhearts","8","460 gp"
"Rod of Wonder","Rare","Held Items","8","465 gp"
"Staff of Healing (Greater)","Common","Staves","8","470 gp"
"Bloodbane","Uncommon","Runes","8","475 gp"
"Collar of Inconspicuousness","Common","Worn Items","8","475 gp"
"Frog Chair","Uncommon","Assistive Items","8","475 gp"
"Hundred-Moth Caress","Common","Weapons","8","475 gp"
"Mask of the Cursed Eye","Uncommon","Worn Items","8","475 gp"
"Flaying Knife","Uncommon","Weapons","8","480 gp"
"Summoning Handscroll","Common","Grimoires","8","480 gp"
"Wondrous Figurine (Bismuth Leopards)","Uncommon","Held Items","8","495 gp"
"Bag of Cats","Uncommon","Held Items","8","500 gp"
"Blast Lance (Greater)","Uncommon","Weapons","8","500 gp"
"Breath Blaster","Uncommon","Weapons","8","500 gp"
"Campaign Stable","Uncommon","Structures","8","500 gp"
"Containment Contraption","Uncommon","Armor","8","500 gp"
"Corrosive","Common","Runes","8","500 gp"
"Crown of the Fire Eater","Uncommon","Worn Items","8","500 gp"
"Deafening Music Box","Uncommon","Held Items","8","500 gp"
"Dragon's Breath (3rd-Level Spell)","Uncommon","Runes","8","500 gp"
"Flaming","Common","Runes","8","500 gp"
"Folding Boat","Uncommon","Held Items","8","500 gp"
"Frost","Common","Runes","8","500 gp"
"Invisibility","Common","Runes","8","500 gp"
"Lover's Gloves","Common","Worn Items","8","500 gp"
"Magic Armor (+1 Resilient)","Common","Armor","8","500 gp"
"Moonstone Diadem","Rare","Worn Items","8","500 gp"
"Peachwood Object (Standard-Grade)","Uncommon","Materials","8","500 gp (per Bulk)"
"Portable Gaming Hall","Uncommon","Structures","8","500 gp"
"Shock","Common","Runes","8","500 gp"
"Sinister Knight","Uncommon","Runes","8","500 gp"
"Skittering Mask (Greater)","Uncommon","Worn Items","8","500 gp"
"Thundering","Common","Runes","8","500 gp"
"Umbral Wings","Uncommon","Worn Items","8","500 gp"
"Wand of Crackling Lightning (3rd-Level Spell)","Common","Wands","8","500 gp"
"Wand of Smoldering Fireballs (3rd-Level Spell)","Common","Wands","8","500 gp"
"Wand of Teeming Ghosts (3rd-Level Spell)","Uncommon","Wands","8","500 gp"
"Wand of Widening (3rd-Level Spell)","Common","Wands","8","500 gp"
"Warcaller's Chime of Refuge","Uncommon","Held Items","8","500 gp"
"Clockwork Macuahuitl","Rare","Weapons","8","550 gp"
"Darkwood Tower Shield (Standard-Grade)","Uncommon","Shields","8","560 gp"
"Aquarium Lamp","Uncommon","Adventuring Gear","8","1500 gp"
"Mobile Inn","Rare","Vehicles","8","1500 gp"
"Cursed Dreamstone","Uncommon","Held Items","9","0"
"Key to the Stomach","Rare","Contracts","9","0"
"Oath of the Devoted","Rare","Contracts","9","0"
"Self-Emptying Pocket","Rare","Contracts","9","0"
"Impossible Cake (Greater)","Uncommon","Alchemical Items","9","25 gp"
"Devil's Trident","Unique","Weapons","9","100 gp"
"Body Recovery Kit","Uncommon","Alchemical Items","9","101 gp"
"Caustic Deteriorating Dust","Uncommon","Consumables","9","105 gp"
"Cheetah's Elixir (Greater)","Common","Alchemical Items","9","110 gp"
"Javelin of Lightning","Common","Consumables","9","110 gp"
"Lich Dust","Common","Alchemical Items","9","110 gp"
"Mana-Rattler Liniment","Uncommon","Alchemical Items","9","110 gp"
"Spider Root","Common","Alchemical Items","9","110 gp"
"Frost Worm Snare","Uncommon","Snares","9","115 gp"
"Sight-Theft Grit","Uncommon","Alchemical Items","9","115 gp"
"Brewer's Regret","Uncommon","Alchemical Items","9","120 gp"
"Feast of Hungry Ghosts","Common","Consumables","9","120 gp"
"Ghostly Portal Paint","Uncommon","Consumables","9","120 gp"
"Golden Branding Iron (Greater)","Uncommon","Consumables","9","120 gp"
"Indomitable Keepsake (Greater)","Common","Consumables","9","120 gp"
"Puff Dragon","Uncommon","Snares","9","120 gp"
"Searing Suture (greater)","Uncommon","Alchemical Items","9","120 gp"
"Enfilading Arrow","Uncommon","Consumables","9","125 gp"
"Gecko Pads (Greater)","Uncommon","Consumables","9","125 gp"
"Healer's Gel (Moderate)","Common","Consumables","9","125 gp"
"Noxious Incense","Common","Consumables","9","125 gp"
"Potion of Minute Echoes","Common","Consumables","9","125 gp"
"Rebound Fulu","Common","Consumables","9","125 gp"
"Silencing Ammunition","Uncommon","Consumables","9","125 gp"
"Thunderbird Tuft (Greater)","Common","Consumables","9","125 gp"
"Transposition Ammunition","Uncommon","Consumables","9","125 gp"
"Corpsecaller Round","Uncommon","Consumables","9","130 gp"
"Explosive Ammunition","Common","Consumables","9","130 gp"
"Feather Token (Whip)","Common","Consumables","9","130 gp"
"Storm Arrow","Common","Consumables","9","130 gp"
"Bitter","Uncommon","Runes","9","135 gp"
"Dust of Disappearance","Common","Consumables","9","135 gp"
"Aligned Oil","Common","Consumables","9","140 gp"
"Blast Boots (Greater)","Uncommon","Consumables","9","140 gp"
"Camouflage Suit (Superb)","Common","Adventuring Gear","9","140 gp"
"Cold Iron Blanch (Moderate)","Uncommon","Alchemical Items","9","140 gp"
"5th-Level Scroll","Common","Consumables","9","150 gp"
"Abysium Powder","Rare","Alchemical Items","9","150 gp"
"Basilisk Eye","Common","Consumables","9","150 gp"
"Elixir of Life (Moderate)","Common","Alchemical Items","9","150 gp"
"Impact Foam Chassis (Greater)","Uncommon","Consumables","9","150 gp"
"Ixamè's Eye","Rare","Consumables","9","150 gp"
"Spellstrike Ammunition (Type IV)","Common","Consumables","9","150 gp"
"Spiderfoot Brew (Greater)","Uncommon","Alchemical Items","9","150 gp"
"Lock (Good)","Common","Adventuring Gear","9","200 gp"
"Tlil Mask (Greater)","Uncommon","Worn Items","9","240 gp"
"Manacles (Good)","Common","Adventuring Gear","9","250 gp"
"Necklace of Fireballs III","Common","Worn Items","9","300 gp"
"Handcuffs (Good)","Uncommon","Adventuring Gear","9","350 gp"
"Sovereign Steel Object (Standard-Grade)","Rare","Materials","9","500 gp (per Bulk)"
"Fulu Compendium","Uncommon","Held Items","9","550 gp"
"Amphibious Chair","Common","Assistive Items","9","575 gp"
"Earthsight Box","Uncommon","Held Items","9","575 gp"
"Energy Robe (Acid)","Uncommon","Worn Items","9","575 gp"
"Anointed Waterskin","Common","Held Items","9","600 gp"
"Collar of Empathy","Common","Worn Items","9","600 gp"
"Djezet Buckler (Standard-Grade)","Rare","Shields","9","600 gp"
"Dreadsmoke Thurible","Uncommon","Held Items","9","600 gp"
"Elemental Wayfinder (Earth)","Uncommon","Worn Items","9","600 gp"
"Heartstone","Common","Worn Items","9","600 gp ((200 gp when nonmagical))"
"Immovable Rod","Common","Held Items","9","600 gp"
"Minotaur Chair","Common","Assistive Items","9","600 gp"
"Portable Ram (Reinforced)","Common","Adventuring Gear","9","600 gp"
"Printing Press","Rare","Adventuring Gear","9","600 gp"
"Shoony Shovel","Rare","Held Items","9","600 gp"
"Silent Bell","Uncommon","Held Items","9","600 gp"
"Sleeves of Storage (Greater)","Common","Worn Items","9","600 gp"
"Smogger","Uncommon","Worn Items","9","600 gp"
"Spellender","Uncommon","Weapons","9","600 gp"
"Stanching (Greater)","Uncommon","Runes","9","600 gp"
"Thousand-Blade Thesis","Uncommon","Held Items","9","600 gp"
"Underwater Firing Mechanism","Uncommon","Customizations","9","600 gp"
"Vine of Roses","Uncommon","Weapons","9","600 gp"
"Triton's Conch","Common","Held Items","9","640 gp"
"Armbands of Athleticism","Common","Worn Items","9","645 gp"
"Belt of the Five Kings","Uncommon","Worn Items","9","650 gp"
"Blast Suit","Uncommon","Armor","9","650 gp"
"Bracers of Missile Deflection (Greater)","Common","Worn Items","9","650 gp"
"Chain of the Stilled Spirit","Uncommon","Held Items","9","650 gp"
"Coyote Cloak (Greater)","Common","Worn Items","9","650 gp"
"Crushing (Greater)","Uncommon","Runes","9","650 gp"
"Dancing Scarf (Greater)","Common","Worn Items","9","650 gp"
"Diviner's Nose Chain","Uncommon","Worn Items","9","650 gp"
"Elemental Wayfinder (Air)","Uncommon","Worn Items","9","650 gp"
"Enveloping Light (Greater)","Uncommon","Tattoos","9","650 gp"
"Force Shield","Uncommon","Shields","9","650 gp"
"Gourd Home","Rare","Structures","9","650 gp"
"Hat of the Magi (Greater)","Common","Worn Items","9","650 gp"
"Inspiring Spotlight","Uncommon","Held Items","9","650 gp"
"Librarian's Baton","Rare","Held Items","9","650 gp"
"Paired (Greater)","Uncommon","Runes","9","650 gp"
"Pendant of the Occult (Greater)","Common","Worn Items","9","650 gp"
"Persona Mask (Greater)","Common","Worn Items","9","650 gp"
"Shadow (Greater)","Common","Runes","9","650 gp"
"Starless Scope","Unique","Held Items","9","650 gp"
"Djezet Shield (Standard-Grade)","Rare","Shields","9","660 gp"
"Tracker's Goggles (Greater)","Common","Worn Items","9","660 gp"
"Dragonslayer's Shield","Uncommon","Shields","9","670 gp"
"Ventriloquist's Ring (Greater)","Common","Worn Items","9","670 gp"
"Knapsack of Halflingkind","Uncommon","Worn Items","9","675 gp"
"Victory Plate","Uncommon","Armor","9","675 gp"
"Bountiful Cauldron","Uncommon","Other","9","680 gp"
"Phylactery of Faithfulness","Common","Worn Items","9","680 gp"
"Banner of the Restful","Uncommon","Held Items","9","700 gp"
"Crimson Brand","Uncommon","Weapons","9","700 gp"
"Crimson Fulcrum Lens","Unique","Other","9","700 gp"
"Dreamstone","Uncommon","Held Items","9","700 gp"
"Elemental Wayfinder (Fire)","Uncommon","Worn Items","9","700 gp"
"Erraticannon","Rare","Weapons","9","700 gp"
"Extending","Common","Runes","9","700 gp"
"Eyes of the Eagle","Common","Worn Items","9","700 gp"
"Gloom Blade","Common","Weapons","9","700 gp"
"Grievous","Common","Runes","9","700 gp"
"Growth Gun","Uncommon","Weapons","9","700 gp"
"Healer's Gloves (Greater)","Common","Worn Items","9","700 gp"
"Horn of Blasting","Common","Held Items","9","700 gp"
"Hunter's Hagbook","Unique","Grimoires","9","700 gp"
"Immovable Arm","Common","Assistive Items","9","700 gp"
"Leopard's Armor","Uncommon","Armor","9","700 gp"
"Lucky Draw Bandolier","Uncommon","Worn Items","9","700 gp"
"Magic Wand (4th-Level Spell)","Common","Wands","9","700 gp"
"Mask of the Banshee","Common","Worn Items","9","700 gp"
"Messenger's Ring","Common","Worn Items","9","700 gp"
"Rhino Hide","Common","Armor","9","700 gp"
"Screech Shooter","Uncommon","Weapons","9","700 gp"
"Sonic Tuning Mace","Common","Weapons","9","700 gp"
"Spangled Rider's Suit","Uncommon","Armor","9","700 gp"
"Stole of Civility","Uncommon","Worn Items","9","700 gp"
"Urn of Ashes","Common","Held Items","9","700 gp"
"Wand of Continuation (3rd-Level Spell)","Common","Wands","9","700 gp"
"Wand of Manifold Missiles (3rd-Level Spell)","Common","Wands","9","700 gp"
"Wand of Overflowing Life (3rd-Level Spell)","Common","Wands","9","700 gp"
"Wand of Thundering Echoes (3rd-Level)","Uncommon","Wands","9","700 gp"
"Wondrous Figurine (Ruby Hippopotamus)","Uncommon","Held Items","9","700 gp"
"Magnetite Scope","Common","Customizations","9","800 gp"
"Magnifying Scope (Greater)","Common","Customizations","9","800 gp"
"Skeletal Claw","Uncommon","Weapons","9","1250 gp"
"Cloak of Repute (Greater)","Common","Worn Items","9","1300 gp"
"Unmemorable Mantle (Greater)","Common","Worn Items","9","1300 gp"
"Spider Gun (Greater)","Uncommon","Weapons","9","1400 gp"
"Sailing Ship","Common","Vehicles","9","2000 gp"
"Clockwork Borer","Rare","Vehicles","9","2100 gp"
"Clockwork Bumblebee","Rare","Vehicles","9","2100 gp"
"Whip of Compliance","Uncommon","Weapons","9","3000 gp"
"Aluum Charm","Uncommon","Worn Items","10","0"
"Lost Ember","Rare","Contracts","10","0"
"Addiction Suppressant (Greater)","Rare","Alchemical Items","10","140 gp"
"Bravo's Brew (Moderate)","Common","Alchemical Items","10","150 gp"
"Baleblood Draft","Rare","Alchemical Items","10","155 gp"
"Replacement Filter (Level 10)","Uncommon","Adventuring Gear","10","155 gp"
"Spirit-Sealing Fulu (Greater)","Common","Consumables","10","155 gp"
"Wolfsbane","Common","Alchemical Items","10","155 gp"
"Antidote (Greater)","Common","Alchemical Items","10","160 gp"
"Antiplague (Greater)","Common","Alchemical Items","10","160 gp"
"Barricade Stone (Cylinder)","Uncommon","Consumables","10","160 gp"
"Binding Snare","Uncommon","Snares","10","160 gp"
"Effervescent Decoction","Uncommon","Consumables","10","160 gp"
"Fearweed","Uncommon","Alchemical Items","10","160 gp"
"Shadow Essence","Common","Alchemical Items","10","160 gp"
"Sniper's Bead (Greater)","Common","Consumables","10","160 gp"
"Vanishing Coin","Common","Consumables","10","160 gp"
"Winterstep Elixir (Moderate)","Uncommon","Alchemical Items","10","160 gp"
"Deathless Light","Uncommon","Consumables","10","165 gp"
"Burning Badger Guts Snare","Uncommon","Snares","10","170 gp"
"Mudrock Snare","Uncommon","Snares","10","170 gp"
"Raining Knives Snare","Uncommon","Snares","10","170 gp"
"Alchemical Atomizer","Rare","Alchemical Items","10","175 gp"
"Camp Shroud (Moderate)","Uncommon","Consumables","10","175 gp"
"Firestarter Pellets (Greater)","Common","Consumables","10","175 gp"
"Follypops (Hotpops)","Uncommon","Consumables","10","175 gp"
"Follypops (Rotters)","Uncommon","Consumables","10","175 gp"
"Follypops (Sizzlers)","Uncommon","Consumables","10","175 gp"
"Iron Medallion","Common","Consumables","10","175 gp"
"Lucky Rabbit's Foot","Uncommon","Consumables","10","175 gp"
"Mummified Bat","Common","Consumables","10","175 gp"
"Shockguard Coil","Rare","Consumables","10","175 gp"
"Anointing Oil (Greater)","Uncommon","Consumables","10","180 gp"
"Flare Beacon (Greater)","Uncommon","Consumables","10","180 gp"
"Honeyscent","Rare","Alchemical Items","10","180 gp"
"Mistform Elixir (Greater)","Common","Alchemical Items","10","180 gp"
"Mutagenic Renovator","Uncommon","Consumables","10","180 gp"
"Potion of Resistance (Moderate)","Common","Consumables","10","180 gp"
"Potion of Stable Form","Common","Consumables","10","180 gp"
"Snagging Hook Snare","Common","Snares","10","180 gp"
"Potion of Grounding","Common","Consumables","10","185 gp"
"Stepping Stone Shot (Greater)","Uncommon","Consumables","10","185 gp"
"Conrasu Coin (Bythos)","Uncommon","Consumables","10","200 gp"
"Eagle-Eye Elixir (Greater)","Common","Alchemical Items","10","200 gp"
"Elemental Gem","Common","Consumables","10","200 gp"
"Golden Silencer (Greater)","Uncommon","Consumables","10","200 gp"
"Golden-Cased Bullet (Greater)","Uncommon","Consumables","10","200 gp"
"Magnetic Suit (Greater)","Common","Consumables","10","200 gp"
